ID_val,Problem,Checkbox,Check_Area,Complaint_Type,Area,SubArea,area_subarea,source_name
15062,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
17635,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
19288,Cigarette Lighter/Power Plug-Other/Unspecified,12 Volt Power Outlets - unspecified,12 Volt Power Outlets,unspecified,Power Outlet,Not Enough,Power Outlet / Not Enough,source_2
18122,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Radio,DTU,Radio / DTU,source_2
2000,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
12581,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
332,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,No Audio,Bluetooth / No Audio,source_2
15898,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
10115,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Outbound Call,Bluetooth / Outbound Call,source_2
16632,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
19463,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
17458,Infotainment System-Poor Screen Quality,Radio Fnctn and Recptn - Display screen image poor quality,Radio Fnctn and Recptn,Display screen image poor quality,Display,Screen Quality,Display / Screen Quality,source_2
5226,RRR-Navigation,RRR - Directions could not download to vehicle,RRR,Directions could not download to vehicle,Navigation,Destination Download,Navigation / Destination Download,source_2
1289,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
17423,Hands-Free Communication DTU,Cell Phone Connection - DTU/understand,Cell Phone Connection,DTU/understand,Bluetooth,DTU,Bluetooth / DTU,source_2
10430,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Stability,Apple Car Play / Stability,source_2
8007,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
352,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
18199,Hands-Free Communication-Doesn't Recognize Command,Navigation System - Voice recognition/communication trouble,Navigation System,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
6460,Radio Poor/No Reception,Radio Fnctn and Recptn - Static/poor reception - AM/FM/Satellite/HD,Radio Fnctn and Recptn,Static/poor reception - AM/FM/Satellite/HD,Audio,Volume,Audio / Volume,source_2
13863,CD Player/Changer-Loading/Playback Problem,CD Player/Changer- unspecified,CD Player/Changer- unspecified,CD Player/Changer- unspecified,DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
17934,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Pairing issues,Cell Phone Connection,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
10783,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,USB/Aux In,Device Not Recognized,USB/Aux In / Device Not Recognized,source_2
5069,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
1138,Rear Audio/Ent System-Controls DTU/Poor Location,DVD Player/TV/Rear Seat Ent - DTU/understand,DVD Player/TV/Rear Seat Ent,DTU/understand,Rear Seat Entertainment,DTU,Rear Seat Entertainment / DTU,source_2
9469,Cigarette Lighter/Power Plug-DTU/Poor Location,12 Volt Power Outlets - In poor location,12 Volt Power Outlets,In poor location,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
8793,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
4506,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Slow system response/freezes,Cell Phone Connection,Slow system response/freezes,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
15338,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
5268,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Radio Interaction,No Wifi,Radio Interaction / No Wifi,source_2
15319,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
3472,Paddle/Shifting Buttons-Other/Unspecified,A/T Paddle/Shifting Buttons - other,A/T Paddle/Shifting Buttons,other,Not PPEC 7,Other,Not PPEC 7 / Other,source_2
10997,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
5421,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Display,Not Enough Info,Display / Not Enough Info,source_2
12069,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
8647,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Loses connection,Media Player,Loses connection,Bluetooth,Connection Loss,Bluetooth / Connection Loss,source_2
19250,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Other,Navigation / Other,source_2
16703,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
1945,Hands-Free Communication DTU,Cell Phone Connection - DTU/understand,Cell Phone Connection,DTU/understand,Bluetooth,DTU,Bluetooth / DTU,source_2
11164,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Radio,DTU,Radio / DTU,source_2
3859,Audio Sound/Speakers-Sound Quality,Audio Sound/Speakers - Sound lacks clarity,Audio Sound/Speakers,Sound lacks clarity,Audio,Bad sound Quality,Audio / Bad sound Quality,source_2
5982,Hands-Free Communication-Doesn't Recognize Command,Media Player - Voice recognition/communication trouble,Media Player,Voice recognition/communication trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
19494,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Radio,Slow,Radio / Slow,source_2
3853,Infotainment System-Poor Screen Quality,Cell Phone Connection - Screen illumination,Cell Phone Connection,Screen illumination,Radio,Other,Radio / Other,source_2
7187,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,DTU,Apple Car Play / DTU,source_2
8451,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Display,Black Screen,Display / Black Screen,source_2
14977,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Android Auto,Slow,Android Auto / Slow,source_2
12312,Media Player - Broken/NW/slow/freezes,"Media Player - Audio format compatibility (MP3, .wav, etc.)",Media Player,"Audio format compatibility (MP3, .wav, etc.)",DVD/CD Drive,No DVD/CD Player,DVD/CD Drive / No DVD/CD Player,source_2
526,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - other,Cell Phone Connection,other,Audio,No Audio,Audio / No Audio,source_2
7543,Radio Poor/No Reception,Radio Fnctn and Recptn - Does not work,Radio Fnctn and Recptn,Does not work,Radio,Poor Reception,Radio / Poor Reception,source_2
16322,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Call Quality,Bluetooth / Call Quality,source_2
1499,Navigation System- DTU,Navigation System - Poor location of controls,Navigation System,Poor location of controls,Navigation,DTU,Navigation / DTU,source_2
16930,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Bluetooth,Customer Expectation,Bluetooth / Customer Expectation,source_2
12871,Infotainment System-Poor Screen Quality,Media Player - Screen illumination,Media Player,Screen illumination,Display,Black Screen,Display / Black Screen,source_2
7792,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Other,Navigation / Other,source_2
13713,Cigarette Lighter/Power Plug-Other/Unspecified,12 Volt Power Outlets - other,12 Volt Power Outlets,other,Power Outlet,Poor Location,Power Outlet / Poor Location,source_2
15548,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Media Player - Pairing issues,Media Player,Pairing issues,Bluetooth,Won't/Slow Pair,Bluetooth / Won't/Slow Pair,source_2
18613,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition,Poor Recognition,Voice Recognition / Poor Recognition,source_2
14453,Hands-Free Communication-Won't Connect/Slow/Loses Connect,Cell Phone Connection - Loses connection,Cell Phone Connection,Loses connection,Bluetooth,Not Functioning,Bluetooth / Not Functioning,source_2
7416,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,Destination Download,Navigation / Destination Download,source_2
14521,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Slow system,Android Auto/Apple CarPlay,Slow system,Apple Car Play,Slow,Apple Car Play / Slow,source_2
2782,Android Auto/Apple CarPlay DTU,Android Auto/Apple CarPlay - DTU/understand,Android Auto/Apple CarPlay,DTU/understand,Apple Car Play,DTU,Apple Car Play / DTU,source_2
6929,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Customer Expectation,Navigation / Customer Expectation,source_2
10451,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Slow system response/freezes,Display Touchscreen,Slow system response/freezes,Display,Black Screen,Display / Black Screen,source_2
12691,Android Auto/Apple CarPlay Broken/NW/Slow,Android Auto/Apple CarPlay - Won't connect/loses connection,Android Auto/Apple CarPlay,Won't connect/loses connection,Android Auto,Stability,Android Auto / Stability,source_2
12692,Navigation System-Broken/Not Working,Navigation System - Slow system response/freezes,Navigation System,Slow system response/freezes,Display,Touchscreen Unresponsive,Display / Touchscreen Unresponsive,source_2
5529,Wireless Hotspot Broken/NW/Connection,Wireless Hotspot - Won't connect/loses connection,Wireless Hotspot,Won't connect/loses connection,Radio Interaction,No Wifi,Radio Interaction / No Wifi,source_2
15827,Display Touchscreen-Broken/NW/Slow,Display Touchscreen - Broken/NW,Display Touchscreen,Broken/NW,Display,Black Screen,Display / Black Screen,source_2
4903,Navigation System- DTU,Navigation System - DTU/understand,Navigation System,DTU/understand,Navigation,DTU,Navigation / DTU,source_2
2951,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
17171,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/Aux In,USB Not Functioning,USB/Aux In / USB Not Functioning,source_2
12770,Navigation System-Other/Unspecified,Navigation System - other,Navigation System,other,Navigation,Other,Navigation / Other,source_2
911,Hands-Free Communication DTU,Cell Phone Connection - DTU/understand,Cell Phone Connection,DTU/understand,Bluetooth,DTU,Bluetooth / DTU,source_2
3497,Hands-Free Communication-Doesn't Recognize Command,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,Voice Recognition/Communication Trouble,XM Radio,Poor Reception,XM Radio / Poor Reception,source_2
13163,Front Audio/Ent System-Controls DTU/Poor Location,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Audio/Entertainment System DTU,Display,Black Screen,Display / Black Screen,source_2
6035,Display Touchscreen-DTU/Understand,Display Touchscreen - DTU/understand,Display Touchscreen,DTU/understand,Apple Car Play,Not Functioning,Apple Car Play / Not Functioning,source_2
6856,Radio Function and Reception-Other/Unspecified,Radio Fnctn and Recptn - other,Radio Fnctn and Recptn,other,Audio,Source Volume Discrepencies,Audio / Source Volume Discrepencies,source_2
8882,Aux Jack/Line In/USB/Cable Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,USB/AUX Connection Issues,Bluetooth,Won't/Slow Connect,Bluetooth / Won't/Slow Connect,source_2
